"oncekifiyat","tarih","fonkodu","fonadi","fiyat","paysayisi","kisisayisi","toplamdeger","tarih","fonkodu","fonadi","bankabonosu","diger","dovizodemebono","devlettahvili","dovizodemetahvil","eurobond","finansmanbonosu","fonkatilmabelgesi","gayrimenkulsertifikasi","hazinebonosu","hissesenedi","kamudisiborcaraclari","katilimhesabi","kamukirasertifikalari","kiymetlimadenler","ozelsektorkirasertifikalari","ozelsektortahvili","repo","turevaraclari","tpp","tersrepo","varligadaymenkulkiymetler","vadelimevduat","yabanciborclanmaaraclari","yabancihissesenedi","yabancimenkulkiymet"
1.363225,2021-01-15,TCI,TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,1.364429,424460279,109.0,579146107.43,2021-01-15,TCI,TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,0,0,0,0,0,0,0,0,0,0,55.88,0,0,0,0,0,0,0,9.97,0.59,33.56,0,0,0,0,0
2.670492,2021-01-15,TCS,TACİRLER PORTFÖY SİRİUS SERBEST FON,2.667386,31779480,30.0,84768141.61,2021-01-15,TCS,TACİRLER PORTFÖY SİRİUS SERBEST FON,0,0,0,0,0,0,26.44,0,0,0,67.5,0,0,0,0,0,0,0,0,0.02,6.04,0,0,0,0,0
0.083746,2021-01-15,TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,0.083474,1367657338,2367.0,114163972.3,2021-01-15,TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,0,0,0,0,0,88.05,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,10.14,0,0,0,0,0
7.632095,2021-01-15,TDP,TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,7.590879,50596056,166.0,384068554.33,2021-01-15,TDP,TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.737375,2021-01-15,TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,5.737441,158329982,2412.0,908408915.59,2021-01-15,TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,0,0,0,0,0,7.36,14.46,9.35,0,0,3.01,0,0,0,0.96,0,13.94,0,1.79,0.93,39.8,0,8.17,0,0.23,0
3.784046,2021-01-15,TFF,TEB PORTFÖY YABANCI BYF FON SEPETİ FONU,3.772571,8996575.0,945.0,33940219.27,2021-01-15,TFF,TEB PORTFÖY YABANCI BYF FON SEPETİ FONU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,0,0,0,0,100.35,0
0.035304,2021-01-15,TGA,GARANTİ PORTFÖY DÖRDÜNCÜ DEĞİŞKEN FON,0.035233,374962754,884.0,13210925.81,2021-01-15,TGA,GARANTİ PORTFÖY DÖRDÜNCÜ DEĞİŞKEN FON,0,0,0,0,0,0,0,0,0,0,77.11,0,0,0,0,0,0,0,8.56,0,14.33,0,0,0,0,0
0.0258,2021-01-15,TGE,İŞ PORTFÖY EMTIA YABANCI BYF FON SEPETI FONU,0.025676,4092074044,2893.0,105066056.63,2021-01-15,TGE,İŞ PORTFÖY EMTIA YABANCI BYF FON SEPETI FONU,0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,4.29,0,0,0,83.94,0
0.022895,2021-01-15,TGT,GARANTİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,0.022906,17063429743,67670.0,390856692.3,2021-01-15,TGT,GARANTİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,0,0,0,24.9,0,0,35.38,0,0,0,0,0,0,0.02,0,0,24,0,0,0,8.69,0.72,6.27,0,0,0
296.128775,2021-01-15,TI1,İŞ PORTFÖY PARA PİYASASI FONU,296.248495,19187927,84292.0,5684394493.65,2021-01-15,TI1,İŞ PORTFÖY PARA PİYASASI FONU,1.39,0,0,0,0,0,16.67,0,0,0,0,0,3.8,0,0,0,0,0,0,13.59,61.08,0,3.47,0,0,0
83.85854,2021-01-15,TI2,İŞ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),83.389079,748497.398,1819.0,62416508.67,2021-01-15,TI2,İŞ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,96.56,0,0,0,0,0,0,0,0.48,2.96,0,0,0,0,0,0
116.605532,2021-01-15,TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),115.827448,1859425.0,2523.0,215372451.68,2021-01-15,TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,95.74,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0
90.368182,2021-01-15,TI4,İŞ PORTFÖY BİRİNCİ DEĞIŞKEN FON,90.329986,1386912.0,3365.0,125279741.84,2021-01-15,TI4,İŞ PORTFÖY BİRİNCİ DEĞIŞKEN FON,4.1,0,0,17.08,0,2.19,22.3,1.03,0,0,0,0,0,0,0,0,18.54,0,8.63,0,26.13,0,0,0,0,0
121.627352,2021-01-15,TI6,İŞ PORTFÖY ORTA VADELİ BORÇLANMA ARAÇLARI FONU,121.610329,1218273.914,4726.0,148154691.66,2021-01-15,TI6,İŞ PORTFÖY ORTA VADELİ BORÇLANMA ARAÇLARI FONU,3.31,0,0,56.84,0,0,4.8,4.26,0,0,0,0,0,0.34,0,0,20.15,0,0,0,6.68,0,3.62,0,0,0
10.677477,2021-01-15,TI7,İŞ PORTFÖY İKİNCİ DEĞİŞKEN FON,10.654095,26383416,5637.0,281091420.83,2021-01-15,TI7,İŞ PORTFÖY İKİNCİ DEĞİŞKEN FON,3.53,0,0,5.84,0,4.18,17.34,3.61,0,0,0,0,0,0,0,0,2.36,0,9.38,0,53.76,0,0,0,0,0
0.074339,2021-01-15,TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.073638,594836013,1858.0,43802751.77,2021-01-15,TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,93.93,0,0,0,0,0,0,0,0,6.07,0,0,0,0,0,0
7.547447,2021-01-15,TIP,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM SERBEST (DÖVİZ) ÖZEL FON,7.506545,7526974.0,62.0,56501570.54,2021-01-15,TIP,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM SERBEST (DÖVİZ) ÖZEL FON,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.129055,2021-01-15,TIV,İŞ PORTFÖY KISA VADELI BORÇLANMA ARAÇLARI FONU,11.132899,320745891,86408.0,3570831557.67,2021-01-15,TIV,İŞ PORTFÖY KISA VADELI BORÇLANMA ARAÇLARI FONU,4.74,0,0,36.44,0,0,32.1,0,0,0,0,0,0,0,0,0,9.45,0,0,1.74,11.38,0,4.15,0,0,0
6.961716,2021-01-15,TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),6.937416,139047250,10111.0,964628604.45,2021-01-15,TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0.04,0.07,0,0,86.07,0,0,0,0,0,0,0,7.36,0.06,6.4,0,0,0,0,0
0.227204,2021-01-15,TKK,İŞ PORTFÖY KUMBARA HESABI KARMA ÖZEL FON,0.226722,2164628000,169456.0,490769470.98,2021-01-15,TKK,İŞ PORTFÖY KUMBARA HESABI KARMA ÖZEL FON,0,0,0,27.94,0,19.23,0,8.75,0,0,28.95,0,0,0,0,0,8.27,0,2.39,0,1.69,2.78,0,0,0,0
403.313186,2021-01-15,TKM,TEB PORTFÖY PARA PİYASASI FONU,403.481127,1686151.0,13426.0,680330106.53,2021-01-15,TKM,TEB PORTFÖY PARA PİYASASI FONU,0,0,0,0.73,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,90.63,0,4.95,0,0,0
3.252001,2021-01-15,TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,3.243057,29641025,149.0,96127530.12,2021-01-15,TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,0,0,0,0,0,93.97,0,3.5,0,0,0.98,0,0,0,0,0,0.55,0,0.24,0,0,0,0,0,0.76,0
2.426871,2021-01-15,TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.420434,10018351,38.0,24248761.98,2021-01-15,TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,81.64,0,0,0,0,0,0,0,18.36,0,0,0,0,0,0,0
1.517434,2021-01-15,TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.507372,7157832.0,69.0,10789518.59,2021-01-15,TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,97.02,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0
0.028,2021-01-15,TMC,İŞ PORTFÖY TEMA  DEĞİŞKEN FON,0.027997,239137890,1509.0,6695228.62,2021-01-15,TMC,İŞ PORTFÖY TEMA  DEĞİŞKEN FON,3.8,0,0,1.81,0,0,22.14,0,0,0,2.65,0,0,0,0,0,29.67,0,5.52,0,34.41,0,0,0,0,0
0.115939,2021-01-15,TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,0.115881,674279578,2578.0,78136164.07,2021-01-15,TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,3.12,0,0,0,96.29,0
0.047771,2021-01-15,TMO,TEB PORTFÖY TEB GRUBU DEĞİŞKEN ÖZEL FON,0.047782,99818763,5.0,4769569.0,2021-01-15,TMO,TEB PORTFÖY TEB GRUBU DEĞİŞKEN ÖZEL FON,0,0,0,0,0,0,0.01,0,0,0,1.57,0,0,0,0,0,0,0,9.3,20.74,68.38,0,0,0,0,0
1.197275,2021-01-15,TNI,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON,1.195464,162944488,533.0,194794348.38,2021-01-15,TNI,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON,0,0,0,0,0,11.35,16.5,12.61,0,0,11.27,0,0,0,3.12,0,6.29,0,2.6,2.01,28.2,0,5.58,0,0.47,0
6.889444,2021-01-15,TNK,TEB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,6.891575,72257364,29266.0,497967023.87,2021-01-15,TNK,TEB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,0,0,0,31.91,0,0,46.07,0,0,0,0,0,0,0,0,0,6.9,0,0,0,6.23,0,8.89,0,0,0
183.458841,2021-01-15,TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,183.53211,403238.0,652.0,74007120.91,2021-01-15,TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0,0,0,0.27,0,0,23.3,0,0,0,0,0,0,0,0,0,63.16,0,0,0.92,12.35,0,0,0,0,0
1.647029,2021-01-15,TPC,TEB PORTFÖY BİRİNCİ FON SEPETİ FONU,1.643963,58211962,461.0,95698287.69,2021-01-15,TPC,TEB PORTFÖY BİRİNCİ FON SEPETİ FONU,0,0,0,0,0,0,0,58.96,0,0,19.89,0,0,0,0,0,0,0,0,0.47,6.16,0,0,0,14.52,0
0.059218,2021-01-15,TPE,İŞ PORTFÖY PY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU,0.058935,11328558430,80.0,667650006.32,2021-01-15,TPE,İŞ PORTFÖY PY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU,0,0,0,0,0,97.84,0,0.21,0,0,0,0,0,0,0,0,0,0,0.03,0,0.76,0,1.16,0,0,0
2.198171,2021-01-15,TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,2.199067,1449127.0,203.0,3186727.49,2021-01-15,TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,0,0,0,0,0,0,47.56,0,0,0,0,0,0,0,0,0,38.5,0,0,13.94,0,0,0,0,0,0
8.972988,2021-01-15,TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,8.927507,15152464,99.0,135273728.6,2021-01-15,TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.662716,2021-01-15,TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,2.649717,26291302,768.0,69664513.94,2021-01-15,TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,0,0,0,0,0,98.43,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.45,0,0,0,0,0,0
0.029901,2021-01-15,TPO,İŞ PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI ÖZEL FONU,0.029916,2793768215,5.0,83578619.03,2021-01-15,TPO,İŞ PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI ÖZEL FONU,0,0,0,0.08,0,3.59,29.07,2.49,0,0,0,0,0,0,0,0.3,60.37,0,1.11,1.25,1.74,0,0,0,0,0
0.025577,2021-01-15,TPR,İŞ PORTFÖY PY HİSSE SENEDİ ÖZEL FONU (HİSSE SENEDİ YOĞUN FON),0.025391,1100832660,4.0,27951734.42,2021-01-15,TPR,İŞ PORTFÖY PY HİSSE SENEDİ ÖZEL FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,96.22,0,0,0,0,0,0,0,1.79,1.99,0,0,0,0,0,0
2.189331,2021-01-15,TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,2.185448,1745599.0,28.0,3814915.78,2021-01-15,TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,0,0,0,0,0,0,5.45,0,0,0,16.52,0,0,0,0,0,0,0,36.46,13.86,27.71,0,0,0,0,0
3.17716,2021-01-15,TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,3.159481,6610000.0,306.0,20884171.32,2021-01-15,TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
1.076984,2021-01-15,TRR,TEB PORTFÖY BEŞİNCİ SERBEST FON,1.077474,51813014,8.0,55827173.67,2021-01-15,TRR,TEB PORTFÖY BEŞİNCİ SERBEST FON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,59.13,0,39.1,0,0,0
0.041964,2021-01-15,TSI,İŞ PORTFÖY MAKSİMUM HESAP KISA VADELI BORÇLANMA ARAÇLARI FONU,0.041976,63072174514,95151.0,2647523842.5,2021-01-15,TSI,İŞ PORTFÖY MAKSİMUM HESAP KISA VADELI BORÇLANMA ARAÇLARI FONU,2.75,0,0,37.57,0,0,38.46,0,0,0,0,0,0,0,0,0,5.26,0,0,2.87,9.99,0,3.1,0,0,0
7.238952,2021-01-15,TSP,AZİMUT PORTFÖY TESA SERBEST (DÖVİZ) ÖZEL FON,7.200157,204000.0,1.0,1468832.06,2021-01-15,TSP,AZİMUT PORTFÖY TESA SERBEST (DÖVİZ) ÖZEL FON,0,0,0,0,0,98.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0
0.04802,2021-01-15,TTA,İŞ PORTFÖY ALTIN FONU,0.047469,13040150390,12822.0,619007991.03,2021-01-15,TTA,İŞ PORTFÖY ALTIN FONU,0,0,0,0,0,0,0,0,0,0,0,13.98,0,57.78,26.2,0,0,0,0.29,0,1.75,0,0,0,0,0
0.137575,2021-01-15,TTE,İŞ PORTFÖY BİST TEKNOLOJİ AĞIRLIKLI SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.13743,3380983404,9789.0,464648278.35,2021-01-15,TTE,İŞ PORTFÖY BİST TEKNOLOJİ AĞIRLIKLI SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,92.8,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0
1.897951,2021-01-15,TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,1.894548,121111489,5.0,229451491.38,2021-01-15,TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,0,0,0,0,0,0,0,0,0,0,79.31,0,0,0,0,0,0,0,12.52,0.42,7.75,0,0,0,0,0
1.02022,2021-01-15,TTN,AZİMUT PORTFÖY TESA SERBEST ÖZEL FON,1.015966,128003173,3.0,130046811.23,2021-01-15,TTN,AZİMUT PORTFÖY TESA SERBEST ÖZEL FON,0,0,0,0,0,77.68,0,22.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.48588,2021-01-15,TTP,TEB PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,7.445918,12514462,73.0,93181657.45,2021-01-15,TTP,TEB PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,0,0,0,0,0,81.43,0,0,0,0,0,18.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.108262,2021-01-15,TTV,TACİRLER PORTFÖY VEGA SERBEST FON,1.108217,110797735,34.0,122787898.12,2021-01-15,TTV,TACİRLER PORTFÖY VEGA SERBEST FON,0,0,0,0,0,0,0,0,0,0,78.52,0,0,0,0,0,0,0,8.34,0.36,12.78,0,0,0,0,0
0.103866,2021-01-15,TUA,TEB PORTFÖY ALTIN FONU,0.102645,2649073452.209,5170.0,271914411.07,2021-01-15,TUA,TEB PORTFÖY ALTIN FONU,0,0,0,0,0,0,0,0,0,0,0,0,0,56.28,43.72,0,0,0,0,0,0,0,0,0,0,0
0.147114,2021-01-15,TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.146418,287096366.441,1365.0,42036074.22,2021-01-15,TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,89.52,0,0,0,0,0,0,0,1.22,2.19,7.07,0,0,0,0,0
0.027251,2021-01-15,TZC,ZİRAAT PORTFÖY BÜYÜYEN ÇOCUKLARA YÖNELİK DEĞİŞKEN ÖZEL FON,0.027185,135437500,1211.0,3681809.64,2021-01-15,TZC,ZİRAAT PORTFÖY BÜYÜYEN ÇOCUKLARA YÖNELİK DEĞİŞKEN ÖZEL FON,0,0,0,28.87,0,0,18.83,0.3,0,0,30.12,0,0,0,0,0,5.45,0,1.78,0,14.65,0,0,0,0,0
0.220974,2021-01-15,TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.219478,193651672.061,4258.0,42502279.35,2021-01-15,TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0.82,0,0,89.27,0,0,0,0,0,0,0,3.62,0,6.29,0,0,0,0,0
1.150182,2021-01-15,TZH,ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON,1.148853,2800312740,1.0,3217148044.07,2021-01-15,TZH,ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON,0,0.03,0,0,0,0,3.76,6.56,0,0,0,0,8.8,4.34,3.03,1.32,6.7,0,0,0,0,0,65.47,0,0,0
0.023749,2021-01-15,TZL,ZİRAAT PORTFÖY PARA PİYASASI FONU,0.023759,83678286348.28,62195.0,1988097133.61,2021-01-15,TZL,ZİRAAT PORTFÖY PARA PİYASASI FONU,0,0,0,0,0,0,40.34,0,0,0,0,0,2.28,0,0,1.67,0,0,0,1.31,47.11,0,7.29,0,0,0
0.031801,2021-01-15,TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI FONU,0.03181,2001277203.827,3060.0,63660490.16,2021-01-15,TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI FONU,0,0,0,33.79,0,0,17.69,3.57,0,0,0,0,0,0,0,0,37.22,0,1.32,0,2.86,3.56,0,0,0,0
185.673781,2021-01-15,TZV,ZİRAAT PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,185.744517,22174102.5,181646.0,4118717962.84,2021-01-15,TZV,ZİRAAT PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,0,0,0,8.36,0,0,50.96,0,0,0,0,0,3.67,0.01,0,1.75,27.75,0,0,0,5.78,1.72,0,0,0,0
2.474992,2021-01-15,UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),2.465431,13596816,541.0,33522008.76,2021-01-15,UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,82.39,0,0,0,0,0,0,0,5.64,0.74,11.23,0,0,0,0,0
1.191107,2021-01-15,UPP,ÜNLÜ PORTFÖY PARA PİYASASI FONU,1.191585,44512281,237.0,53040154.87,2021-01-15,UPP,ÜNLÜ PORTFÖY PARA PİYASASI FONU,0,0,0,0,0,0,62.49,0,0,0,0,0,0,0,0,0,8.39,0,0,0.81,26.39,0,1.92,0,0,0
1.052003,2021-01-15,VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU,1.05237,51004181,311.0,53675289.23,2021-01-15,VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,99.39,0,0,0,0,0,0,0,0,0,0
0.704555,2021-01-15,VK6,ZİRAAT PORTFÖY VAKIFBANK PARA PİYASASI FONU,0.704863,3059740263,82718.0,2156698128.29,2021-01-15,VK6,ZİRAAT PORTFÖY VAKIFBANK PARA PİYASASI FONU,0,0,0,0,0,0,40.71,0,0,0,0,0,2.92,0,0,3.65,0,0,0,5.81,40.21,0,6.69,0,0,0
0.023347,2021-01-15,VKT,ZİRAAT PORTFÖY VAKIFBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU,0.023356,26326197898,35833.0,614874997.25,2021-01-15,VKT,ZİRAAT PORTFÖY VAKIFBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU,0,0,0,1.5,0,0,55.41,0,0,0,0,0,4.91,0.01,0,0,24.4,0,0,0.84,11.22,1.71,0,0,0,0
1.930919,2021-01-15,YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,1.920142,1087379716,8025.0,2087923984.41,2021-01-15,YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,0,0,0,5.54,0,0,0,89.13,0,0,0,0,0,0,0,0,0.33,0,0.95,0.02,1.82,0,2.21,0,0,0
0.63682,2021-01-15,YAK,YAPI KREDİ PORTFÖY KARMA FON,0.636595,422696875.449,127425.0,269086913.3,2021-01-15,YAK,YAPI KREDİ PORTFÖY KARMA FON,0,0,0,39.23,0,0,0.48,1.12,0,0,31.04,16.34,0,0.05,0,0,3.83,0,1.67,0.29,5.95,0,0,0,0,0
2.255722,2021-01-15,YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,2.247339,589321001,4959.0,1324403843.11,2021-01-15,YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,0,0,0,0.53,0,0,1.13,86.15,0,0,0,0,0,0,0,0,1.55,0,0.31,0.02,6.3,0,4.01,0,0,0
2.293108,2021-01-15,YAR,İŞ PORTFÖY RESAN DEĞİŞKEN ÖZEL FON,2.273029,34000000,1.0,77282994.49,2021-01-15,YAR,İŞ PORTFÖY RESAN DEĞİŞKEN ÖZEL FON,0,0,0,0,0,7.5,0,0,0,0,68.64,0,0,0,0,0,0,0,0,0,23.86,0,0,0,0,0
1.766105,2021-01-15,YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),1.741985,811309555,6519.0,1413289457.37,2021-01-15,YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,1.32,0.28,0,0,89.41,0,0,0,0,0,2.47,0,0,0,6.52,0,0,0,0,0
137.955208,2021-01-15,YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,137.572538,13481876,12897.0,1854735896.26,2021-01-15,YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.72,0.03,6.62,0,0.24,0,92.38,0
0.22066,2021-01-15,YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,0.219921,11760342972,7390.0,2586349012.93,2021-01-15,YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,0,0,0,0.17,0,19.75,0.03,0,0,0,0,73.39,0,0,0,0,0.33,0,1.64,0.03,4.62,0.04,0,0,0,0
1.6609,2021-01-15,YBP,YAPI KREDİ PORTFÖY PY BİRİNCİ DEĞİŞKEN ÖZEL FON,1.657627,129865850,69.0,215269175.05,2021-01-15,YBP,YAPI KREDİ PORTFÖY PY BİRİNCİ DEĞİŞKEN ÖZEL FON,0,0,0,34.57,0,0,1.65,9.12,0,0,0,31.13,0,0,0,0,15.26,0,0,0.09,0.92,0,7.26,0,0,0
0.026272,2021-01-15,YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.026282,27370107210,4392.0,719346009.78,2021-01-15,YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0,0,0,0.07,0,0,55.15,0,0,0,0,0,0,0.25,0,0.42,31.85,0,1.63,0.11,7.61,0.78,2.13,0,0,0
0.040063,2021-01-15,YDI,YAPI KREDİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.039962,3884316521,2319.0,155223500.27,2021-01-15,YDI,YAPI KREDİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,0,0,0,0,0,0,0,0,0,87.73,0,0,0,0,0,0,0,0,0.36,11.91,0,0,0,0,0
