,FİYAT,g_degisim,FON ADI
50%,0.052967,0.0005779606416199968,TIE
75%,0.056614750000000005,0.008104934947095029,TIE
max,0.074339,0.051639945509797766,TIE
count,1250.0,1250.0,TIV
mean,8.481883969600004,0.0004644604299097796,TIV
std,1.611186772990064,0.0004274939767429625,TIV
min,6.320577,-0.0015836513180278032,TIV
25%,6.9849265,0.00022734095644970514,TIV
50%,8.0109025,0.0003255678873159698,TIV
75%,10.21051625,0.0005911190406008235,TIV
max,11.294836,0.003118119355337764,TIV
count,1250.0,1250.0,TI1
mean,218.67139215920014,0.0005228669731395877,TI1
std,46.297865470922204,0.00040982050837650943,TI1
min,156.569998,-0.0003200423833990218,TI1
25%,175.22118125,0.00026430386094436,TI1
50%,206.6267325,0.0003512353447258431,TI1
75%,266.8500285,0.0006313050319483178,TI1
max,300.998604,0.0037809876289605702,TI1
count,1250.0,1250.0,TI2
mean,53.46731739679996,0.0005204415519671436,TI2
std,9.328432820913209,0.01254825795768078,TI2
min,37.85772100000001,-0.0851439396911227,TI2
25%,47.251725750000006,-0.005707452836954638,TI2
50%,53.100224,0.0010618839099657143,TI2
75%,58.93986600000001,0.007773420001563196,TI2
max,84.73616899999998,0.056761902797830034,TI2
count,1250.0,1250.0,TI3
mean,61.65004430799989,0.0008382987562326858,TI3
std,17.707137012965404,0.013121830940283711,TI3
min,36.19970900000001,-0.08447191509431365,TI3
25%,53.4278365,-0.00580009240968149,TI3
50%,59.5847025,0.0013262393092339925,TI3
75%,66.42404775,0.008999088779060383,TI3
max,119.452408,0.0532485742260564,TI3
count,1250.0,1250.0,TI4
mean,65.20172358960009,0.0005133299220527126,TI4
std,13.884478460197172,0.0014542599193910883,TI4
min,47.844786,-0.010385012558215778,TI4
25%,52.655072249999996,-3.3906053684443064e-05,TI4
50%,60.129934500000005,0.0004675105234395044,TI4
75%,78.5580845,0.001088507875635095,TI4
max,91.018259,0.012412237524230223,TI4
count,1250.0,1250.0,TI6
mean,94.32475369120007,0.000414663547999847,TI6
std,16.30160027761378,0.0018572923376336463,TI6
min,73.262036,-0.014731660793700476,TI6
25%,80.79505925000001,-0.00019675651380413061,TI6
50%,86.588019,0.00035431164000932565,TI6
75%,113.5741755,0.0009450980387527551,TI6
max,123.153793,0.020676733840544432,TI6
count,1250.0,1250.0,TI7
mean,7.32182364879998,0.0005948407816030673,TI7
std,1.6638379460793578,0.003672914916138892,TI7
min,4.980736,-0.0270637077282751,TI7
25%,6.0719155,-0.0012166716156654528,TI7
50%,6.744326,0.0006712495109096126,TI7
75%,8.73067325,0.002474355378494457,TI7
max,10.693903,0.017036604108812924,TI7
count,1250.0,1250.0,TKF
mean,2.3762848168000033,0.0014411352702623224,TKF
std,1.395445964493575,0.011634096838743469,TKF
min,1.049087,-0.0925846941020514,TKF
25%,1.55075625,-0.003166169034225918,TKF
50%,1.8503924999999999,0.0018815168622200477,TKF
75%,2.6658435000000003,0.007230942732657717,TKF
max,7.135956,0.07692409020484632,TKF
count,1250.0,1250.0,TKM
mean,298.1764531320001,0.0005138806823314227,TKM
std,61.56310999952391,0.00040026543510824443,TKM
min,215.69704,-0.0013294426571736494,TKM
25%,240.98179750000003,0.000265515376301553,TKM
50%,281.578284,0.0003416237430487486,TKM
75%,361.91326225,0.0006203288632295838,TKM
max,410.02777,0.0034439027265699427,TKM
count,1250.0,1250.0,TLE
mean,1.9746541712000012,0.0008517701983349274,TLE
std,0.6523480863600329,0.009732697388684316,TLE
min,1.002077,-0.06510604200676401,TLE
25%,1.41568475,-0.0033603641172174734,TLE
50%,2.0048605000000004,0.0005316100593010492,TLE
75%,2.4039989999999998,0.0049588957139234,TLE
max,3.442561,0.12236655591495604,TLE
count,1250.0,1250.0,TLH
mean,1.4827320039999998,0.0006508843249213757,TLH
std,0.33666672362660904,0.014178383281177365,TLH
min,0.948146,-0.12047626270286688,TLH
25%,1.242785,-0.004912470755225575,TLH
50%,1.43037,0.0018126685418777318,TLH
75%,1.7260814999999998,0.007170993735408653,TLH
max,2.51803,0.0620222970493803,TLH
count,1250.0,1250.0,TMC
mean,0.022283661599999945,0.00038641323327807367,TMC
std,0.0033864852529104537,0.004648800826708528,TMC
min,0.017215,-0.030536040272169083,TMC
25%,0.019916749999999997,-0.0014566402756422995,TMC
50%,0.0211185,0.0004256040843968198,TMC
75%,0.02584975,0.0024547589535495527,TMC
max,0.028866000000000006,0.02271313005600489,TMC
count,1250.0,1250.0,TMG
mean,0.06669090319999996,0.0008881693144401665,TMG
std,0.023005270906481762,0.012287310324325673,TMG
min,0.033434,-0.07960555913573189,TMG
25%,0.0477505,-0.004791966861546737,TMG
50%,0.06570999999999999,0.0008750861138138574,TMG
75%,0.08088375,0.0064911912612424716,TMG
max,0.121032,0.12875605469587206,TMG
count,1250.0,1250.0,TNK
mean,5.237245655999998,0.00046843668894399145,TNK
std,1.0000097815861169,0.0004119403539989816,TNK
min,3.894730000000001,-0.0010294295503301234,TNK
25%,4.30492,0.000246303466658709,TNK
50%,4.9457535,0.00034286617029730414,TNK
75%,6.2934605,0.0006007901020904931,TNK
max,6.9946850000000005,0.0026814041246538147,TNK
count,1250.0,1250.0,TOT
mean,133.3034127704,0.0005439017968070182,TOT
std,29.43956438019084,0.0008799294840685889,TOT
min,94.343188,-0.01445941858680504,TOT
25%,106.95835449999998,0.00027184937982691163,TOT
50%,124.934483,0.0003730551656092583,TOT
75%,165.00748325,0.0006907979213127858,TOT
max,186.281173,0.01362533994451428,TOT
count,1250.0,1250.0,TPF
mean,1.5302194560000024,0.0005612868925888482,TPF
std,0.39650437213118284,0.010357659646652561,TPF
min,1.033939,-0.2778848580485383,TPF
25%,1.18459975,0.0002996093905899428,TPF
50%,1.3831975,0.0004140648184225127,TPF
75%,1.97668075,0.0006970901001077597,TPF
max,2.222342,0.17916192717133902,TPF
count,1130.0,1130.0,TPL
mean,1.7263960522123891,0.001669253055774569,TPL
std,0.5196670557653883,0.03093578127813993,TPL
min,0.989396,-0.059144716267587986,TPL
25%,1.2283677499999999,-0.002870019891186428,TPL
50%,1.704723,0.0006930890536272815,TPL
75%,2.1099895,0.00441358396178989,TPL
max,2.882696,1.0,TPL
count,1104.0,1104.0,TPV
mean,1.5253738451086953,0.0015903532865769385,TPV
std,0.3127863762674875,0.03040883231224924,TPV
min,0.941525,-0.025772665744866263,TPV
25%,1.3127537500000002,-0.0008084511505918711,TPV
50%,1.4087115,0.0008286525823804096,TPV
75%,1.789335,0.0026598333673402107,TPV
max,2.224352,1.0,TPV
count,1120.0,1120.0,TPZ
mean,1.9503507178571429,0.0018208764293832062,TPZ
std,0.72083182657755,0.031546239383858116,TPZ
min,0.987174,-0.06482605606591298,TPZ
25%,1.2509155,-0.003380484766327965,TPZ
50%,1.8378999999999999,0.0004972616766529697,TPZ
75%,2.4864414999999997,0.004726380896390104,TPZ
max,3.520087,1.0,TPZ
count,1250.0,1250.0,TSI
mean,0.031836336800000024,0.00046920190241225477,TSI
std,0.006097973392969739,0.00043580574873968857,TSI
min,0.023693,-0.0010380391106348708,TSI
25%,0.02618175,0.000231113702259757,TSI
50%,0.030008,0.000330889652049268,TSI
75%,0.03834725,0.000604594995039946,TSI
max,0.042591,0.003348855010524892,TSI
count,1250.0,1250.0,TTA
mean,0.026313761600000034,0.000823497214180013,TTA
std,0.011442406085994101,0.011641881849915894,TTA
min,0.013304,-0.07585330292721207,TTA
25%,0.01705475,-0.004835049922576347,TTA
50%,0.0237,0.001058431171684698,TTA
75%,0.0312095,0.006231094055112846,TTA
max,0.05763500000000001,0.1305592105263158,TTA
count,1250.0,1250.0,TTE
mean,0.05586043039999997,0.0011645097561977047,TTE
std,0.027496939840047824,0.01695278131753937,TTE
min,0.028393,-0.13120313876743522,TTE
25%,0.03785575000000001,-0.005831924684307814,TTE
50%,0.044686000000000003,0.0019013879135112827,TTE
75%,0.06122175000000002,0.009717204903153438,TTE
max,0.155838,0.08446843853820597,TTE
count,1250.0,1250.0,TUA
mean,0.057368532799999955,0.0008080333420429748,TUA
std,0.024733223623004594,0.011870670115333591,TUA
min,0.029212,-0.07822027767251187,TUA
25%,0.03741125,-0.005096887173965699,TUA
50%,0.051533499999999996,0.0009436903181661518,TUA
75%,0.0679105,0.0063189320370757515,TUA
max,0.124928,0.13017145267725316,TUA
count,1250.0,1250.0,TYH
mean,0.08512194159999992,0.000714067616332029,TYH
std,0.0202923085191562,0.012902277983378709,TYH
min,0.052488,-0.08110068672018578,TYH
25%,0.07418575,-0.005636214952217238,TYH
50%,0.08307500000000001,0.001453288527706765,TYH
75%,0.09385175000000001,0.008172910040958718,TYH
max,0.149633,0.05812588069516201,TYH
count,1250.0,1250.0,TZD
mean,0.13972843359999992,0.0006031510718621795,TZD
std,0.028587306179625915,0.013106050547579613,TZD
min,0.090443,-0.08833142156785721,TZD
25%,0.1254535,-0.005912762154086104,TZD
50%,0.1395725,0.0010024595974827506,TZD
75%,0.15529550000000003,0.008176058751855581,TZD
max,0.22313,0.05790828443164221,TZD
count,1250.0,1250.0,TZL
mean,0.0173993312,0.0005355702555614924,TZL
std,0.0037195337600592275,0.0004068182924631597,TZL
min,0.012368,4.516099896134219e-05,TZL
25%,0.013954000000000001,0.0002877697886414621,TZL
50%,0.0164215,0.00036541836356659746,TZL
75%,0.021231999999999997,0.0006350854444507226,TZL
max,0.024158,0.0034108904860519237,TZL
count,1250.0,1250.0,TZT
mean,0.023270665600000007,0.0005287944693838001,TZT
std,0.004963631321693302,0.0016585692543335919,TZT
min,0.016661000000000002,-0.01122663995302079,TZT
25%,0.0187725,5.223160013036689e-05,TZT
50%,0.0215575,0.00046357074174515993,TZT
75%,0.028457250000000003,0.0010276002796774093,TZT
max,0.032263,0.022187752899919037,TZT
count,1250.0,1250.0,TZV
mean,138.91696501120003,0.0004902669877657307,TZV
std,27.551488568435623,0.000418483875590079,TZV
min,102.104308,-0.0008638297982315815,TZV
25%,113.4450305,0.0002490236926849455,TZV
50%,130.9739715,0.0003331761681377505,TZV
75%,167.3409385,0.000638007890934933,TZV
max,188.452574,0.0032662868065137323,TZV
count,1250.0,1250.0,VKT
mean,0.017325678400000016,0.0005034936299067255,VKT
std,0.003530714367905116,0.00041350460560097267,VKT
min,0.012629,-0.0010511996042542452,VKT
25%,0.014084000000000003,0.00025806506163921617,VKT
50%,0.0162525,0.00036332532290222694,VKT
75%,0.020983,0.0006542960619338202,VKT
max,0.023698,0.002954755309325912,VKT
count,1250.0,1250.0,VK6
mean,7.997170834400001,-0.07861030160140076,VK6
std,15.138011361740531,2.797959708248674,VK6
min,0.403591,-98.92228518475387,VK6
25%,0.46579724999999994,0.0002674737590418225,VK6
50%,0.604554,0.00034570229895021173,VK6
75%,0.68843125,0.0006317703353096701,VK6
max,40.327735,0.0035384612219623228,VK6
count,1250.0,1250.0,YAK
mean,0.4361267608000004,0.0005007749511396813,YAK
std,0.07412158490537751,0.006747576108706777,YAK
min,0.329428,-0.044216144561501226,YAK
25%,0.3880465,-0.0024102979018973216,YAK
50%,0.42004949999999996,0.000732523953035966,YAK
75%,0.4794832500000001,0.004100749549293693,YAK
max,0.6402180000000001,0.02958886271973718,YAK
count,1250.0,1250.0,YAS
mean,0.9537125816000005,0.0006523813936413236,YAS
std,0.20202234371506203,0.011997559432457205,YAS
min,0.722845,-0.0789559010344202,YAS
25%,0.8151787500000001,-0.005272695125684447,YAS
50%,0.913193,0.0011434658633811732,YAS
75%,1.000801,0.007714824327755895,YAS
max,1.7998599999999998,0.049714803681591084,YAS
count,1250.0,1250.0,YAY
mean,61.91175408159999,0.0012969044581278065,YAY
std,31.67785127713015,0.01622016598561357,YAY
min,22.303189,-0.12329974164059684,YAY
25%,37.21739625,-0.005439098249765347,YAY
50%,57.641138999999995,0.0019346834317598466,YAY
75%,74.64849075,0.008590690257809909,YAY
max,143.285686,0.13377964206198562,YAY
count,1250.0,1250.0,YBE
mean,0.1339477111999999,0.0007843322567044599,YBE
std,0.04288411027179687,0.007457094192912402,YBE
min,0.075852,-0.050332904292002406,YBE
25%,0.09957425,-0.002718670006888443,YBE
50%,0.12670399999999998,0.0006297128129312433,YBE
75%,0.16337775000000002,0.0040565123093920154,YBE
max,0.229329,0.061012911384959276,YBE
count,1250.0,1250.0,YBS
mean,0.019473185599999998,0.0005074344159981757,YBS
std,0.003930422608200788,0.0004858497060722451,YBS
min,0.014134,-0.006185056902523465,YBS
25%,0.0159415,0.00027397260659607425,YBS
50%,0.01854,0.000366255733784759,YBS
75%,0.02344875,0.0006372737656745683,YBS
max,0.026653,0.003612684536818061,YBS
count,1250.0,1250.0,YDI
mean,0.020470978399999996,0.0008168866126860913,YDI
std,0.006121971913854608,0.01263128385731722,YDI
min,0.013044,-0.07666905958363228,YDI
25%,0.016456000000000002,-0.005282666003091401,YDI
50%,0.018905,0.001694769754620534,YDI
75%,0.021847250000000002,0.008347859006761382,YDI
max,0.042188,0.05183954426774283,YDI
count,1250.0,1250.0,YDK
mean,0.016989523199999995,0.000477706299829892,YDK
std,0.0032925915829521693,0.0004233921035532257,YDK
min,0.01258,-0.0009028272748872252,YDK
25%,0.013949999999999999,0.00023176942685472322,YDK
50%,0.016059999999999998,0.00033372268574757776,YDK
75%,0.02040475,0.0006260327196160186,YDK
max,0.022857,0.0037106622827618226,YDK
count,1250.0,1250.0,YEF
mean,0.06168766400000003,0.00040704850427083415,YEF
std,0.00935828749255646,0.013010768762914385,YEF
min,0.043716000000000005,-0.07628480592530475,YEF
25%,0.05690700000000001,-0.00637103180448663,YEF
50%,0.0627785,0.000571457482579439,YEF
75%,0.06700375000000001,0.007965569785715821,YEF
max,0.087389,0.0488490691257117,YEF
count,1250.0,1250.0,YFV
mean,0.014675945599999986,0.00047097704743569044,YFV
std,0.0029655940734374586,0.0008295437047936025,YFV
min,0.011007,-0.007497755953324,YFV
25%,0.012009750000000001,0.00016177961425237143,YFV
50%,0.0135035,0.000374349580741347,YFV
75%,0.017933,0.0007319748337095871,YFV
max,0.019837,0.004748280270286614,YFV
count,1250.0,1250.0,YHS
mean,1.2612105143999985,0.0005943546529118463,YHS
std,0.2548913735815796,0.012585606926353646,YHS
min,0.857554,-0.09020201384935203,YHS
25%,1.122205,-0.005500261462418794,YHS
50%,1.2431359999999998,0.0013304329857875478,YHS
75%,1.3743802500000002,0.00788305537555072,YHS
max,2.101555,0.06307822883978764,YHS
count,1250.0,1250.0,YHT
mean,0.061950592000000027,0.0004768854995556121,YHT
std,0.012091936315272991,0.00041055421336522895,YHT
min,0.045711,-0.0018362144988463183,YHT
25%,0.050749999999999997,0.00024282378180548317,YHT
50%,0.058624499999999996,0.00033352713088492434,YHT
75%,0.07468125,0.0006035151123807386,YHT
max,0.082966,0.003020168583421435,YHT
count,1250.0,1250.0,YKT
mean,0.03391601440000001,0.0008214490556873352,YKT
std,0.01485952478380225,0.011850354604397066,YKT
min,0.017156,-0.0745797101449275,YKT
25%,0.021886500000000003,-0.0050708678629802495,YKT
50%,0.030621000000000002,0.0008225839501674952,YKT
75%,0.04002975,0.0062169452623456025,YKT
max,0.07459500000000001,0.13099757930946615,YKT
count,1250.0,1250.0,YLB
mean,0.2365363568,0.0005226579393845302,YLB
std,0.04959662371165573,0.00039971462807341567,YLB
min,0.16965,-1.3799860621421524e-05,YLB
25%,0.19027225,0.000265015817857975,YLB
50%,0.22367399999999998,0.0003582962187452094,YLB
75%,0.287959,0.0006233077306239791,YLB
max,0.326049,0.003595610135685085,YLB
count,1250.0,1250.0,YOT
mean,5.999353100799999,0.0004836872992022245,YOT
std,1.2026455835633085,0.0018055331626551715,YOT
min,4.483526,-0.009687952541651348,YOT
25%,4.967627,-0.00019032658090727052,YOT
50%,5.39871,0.0003736758136925391,YOT
75%,7.303854749999999,0.0010288640480414185,YOT
max,8.213749,0.023533170877815437,YOT
count,1250.0,1250.0,YSU
mean,0.016041965600000006,0.0005044217365290569,YSU
std,0.0032133673247962033,0.002828911472284095,YSU
min,0.012116,-0.020253548158997856,YSU
25%,0.013254499999999999,-0.0004746055696227549,YSU
50%,0.0146495,0.0005561956649611736,YSU
75%,0.0192925,0.0016005556849091346,YSU
max,0.022841,0.0185914923714257,YSU
count,1250.0,1250.0,YTD
mean,0.04863962560000001,-inf,YTD
std,0.01744504217820938,,YTD
min,0.0,-inf,YTD
25%,0.03384925,-0.0037616864161645856,YTD
50%,0.0481535,0.0008308010537294853,YTD
75%,0.05949575,0.005049134071080697,YTD
max,0.090362,1.0,YTD
count,1250.0,1250.0,ZBD
mean,66.99289094479988,0.0005245184179613028,ZBD
std,13.306354138175864,0.004199375824574625,ZBD
min,48.007535,-0.04858566771755778,ZBD
25%,55.49517675,-0.0006398481840403123,ZBD
50%,63.13297800000001,0.000570160228280703,ZBD
75%,78.874843,0.001768093778674603,ZBD
max,93.588793,0.02820950780858585,ZBD
count,1250.0,1250.0,ZPC
mean,1.4587162120000017,0.0006276504944363998,ZPC
std,0.3739759629934135,0.003011785480832238,ZPC
min,1.013244,-0.02576005118420587,ZPC
25%,1.13069675,-0.0006051331261430025,ZPC
50%,1.370599,0.0006385246305275916,ZPC
75%,1.7460095,0.002017139255245737,ZPC
max,2.268391,0.02053197453723788,ZPC
count,1250.0,1250.0,ZPE
mean,1.4213628496000006,0.0009075059481747521,ZPE
std,0.5047732129663015,0.011567437404247476,ZPE
min,0.862675,-0.10144818469753693,ZPE
25%,1.136403,-0.0038487558342126934,ZPE
50%,1.2551305,0.0016574235241216882,ZPE
75%,1.4733685,0.0069959102511485995,ZPE
max,3.141571,0.059915422626649235,ZPE
count,1250.0,1250.0,ZPF
mean,1.8112713495999964,0.0007730657099127998,ZPF
std,0.639462731402885,0.00893573202369586,ZPF
min,0.953439,-0.06038197527121548,ZPF
25%,1.24360025,-0.0031325694243437984,ZPF
50%,1.8573065,0.000552867121460735,ZPF
75%,2.22833125,0.004322119060116987,ZPF
max,3.253418,0.1182030245962042,ZPF
count,1250.0,1250.0,ZPG
mean,1.4171212623999991,0.0004989967695472312,ZPG
std,0.3070773905661214,0.0008840251867538961,ZPG
min,1.01713,-0.006156032998226427,ZPG
25%,1.12078875,0.0001981306552295715,ZPG
50%,1.347297,0.00044263270870562174,ZPG
75%,1.7169175,0.000758060188328647,ZPG
max,1.915731,0.008873275116979069,ZPG
count,878.0,878.0,AHU
mean,1.380398888382688,0.001813892673014929,AHU
std,0.2502886457701784,0.033731832778853804,AHU
min,1.000205,-0.0074176053027733705,AHU
25%,1.13677425,0.0003613180281606875,AHU
50%,1.3713795,0.0005015597269298962,AHU
75%,1.613376,0.0008275533917415361,AHU
max,1.80975,1.0,AHU
count,942.0,942.0,DPT
mean,1.1069745828025475,0.001533306155218868,DPT
std,0.1667728700635439,0.03554082143340129,DPT
min,0.862626,-0.0760612225213295,DPT
25%,1.01351325,-0.006710071608813576,DPT
50%,1.075896,0.0015680034566102766,DPT
75%,1.1568637499999999,0.008376470484370015,DPT
max,1.768027,1.0,DPT
count,968.0,968.0,FCV
mean,1.3435737582644622,0.0016228073623139037,FCV
std,0.23714810760706204,0.03214894778686515,FCV
min,1.00026,-0.007649523572644809,FCV
25%,1.11174825,0.000125008753867463,FCV
50%,1.3289665,0.000534438916032811,FCV
75%,1.5461065,0.0010551560423392357,FCV
max,1.772053,1.0,FCV
count,798.0,798.0,HPV
mean,1.278073560150376,0.001796942903370542,HPV
std,0.1716212855075105,0.0353830225017526,HPV
min,1.000822,-0.0009057094451389066,HPV
25%,1.1087150000000001,0.0002800585275231233,HPV
50%,1.302213,0.0004275711007465716,HPV
75%,1.4370679999999998,0.0006060144467992629,HPV
max,1.544926,1.0,HPV
count,1014.0,1014.0,IPI
mean,1.3408559063116354,0.0015186146074202226,IPI
std,0.232222861257636,0.03139065867893109,IPI
min,1.000211,-0.0010540879473091157,IPI
25%,1.11663625,0.0002647792163545052,IPI
50%,1.332338,0.00038145432817565016,IPI
75%,1.574195,0.0006855009642709117,IPI
max,1.716603,1.0,IPI
count,886.0,886.0,KTV
mean,1.2888663171557568,0.0016492003861347136,KTV
std,0.18748205647553554,0.03358165430279365,KTV
min,1.0002,-0.0036504185100979408,KTV
25%,1.09904125,0.000280357872018842,KTV
50%,1.2951825000000001,0.0003959809985932108,KTV
75%,1.4663345,0.0005958089184922999,KTV
max,1.5866360000000002,1.0,KTV
count,937.0,937.0,MPF
mean,1.302823889007471,0.0015983543436604631,MPF
std,0.2072626414817127,0.03265401303957148,MPF
min,1.000259,-0.0010388170774398649,MPF
25%,1.095875,0.00026767359173680795,MPF
50%,1.298838,0.0004031165535517208,MPF
75%,1.49999,0.0006352982969212384,MPF
max,1.645676,1.0,MPF
count,947.0,947.0,MPK
mean,1.3109074857444556,0.0016187538531959715,MPK
std,0.22556331415034436,0.032484660867091765,MPK
min,1.0006959999999998,-0.002925803550071806,MPK
25%,1.082437,0.00024215654757500616,MPK
50%,1.300699,0.00048715120085728963,MPK
75%,1.5191775,0.0007644293401364269,MPK
max,1.705796,1.0,MPK
count,947.0,947.0,MPS
mean,1.2481101055966195,0.0021093310087873024,MPS
std,0.5018584059860423,0.03484494954683351,MPS
min,0.818998,-0.07908469273248925,MPS
25%,0.927683,-0.00390853971251451,MPS
50%,1.015865,0.0021083380901880506,MPS
75%,1.4072355,0.007994743592205762,MPS
max,2.927935,1.0,MPS
count,1018.0,1018.0,YAN
mean,1.448264327111986,-inf,YAN
std,0.3537818644737172,,YAN
min,0.0,-inf,YAN
25%,1.1478315000000001,-0.0014282006998968303,YAN
50%,1.3696795000000002,0.0009385612201157679,YAN
75%,1.6835575,0.0030639198959046365,YAN
max,2.273437,1.0,YAN
count,932.0,932.0,ZPK
mean,1.3175775665236045,0.001616573699963073,ZPK
std,0.21380950978743019,0.03274143595298915,ZPK
min,1.000256,-0.0011079011805997145,ZPK
25%,1.10419325,0.00026323927961289563,ZPK
50%,1.3129375,0.0004181336097365297,ZPK
75%,1.52544275,0.0006345963430962457,ZPK
max,1.6605310000000002,1.0,ZPK
count,611.0,611.0,ELZ
mean,1.2050601440261872,-inf,ELZ
std,0.6104648673341038,,ELZ
min,0.0,-inf,ELZ
25%,1.045099,-0.006390616385863803,ELZ
50%,1.470767,0.0012091356491905055,ELZ
75%,1.612984,0.008981062705500581,ELZ
max,2.008464,1.0,ELZ
count,781.0,781.0,APJ
mean,1.2694771830985918,0.0018754938134362277,APJ
std,0.17087637433757452,0.035851699105706014,APJ
min,0.990592,-0.01637224287038465,APJ
25%,1.12468,-0.00035219746647156326,APJ
50%,1.271241,0.0006389446522850537,APJ
75%,1.412103,0.0016818073162485473,APJ
max,1.596307,1.0,APJ
count,757.0,757.0,GAH
mean,1.3120726842800527,0.0019909992601886747,GAH
std,0.20759633118063084,0.03638434463792574,GAH
min,0.997698,-0.012817639253338372,GAH
25%,1.120605,-0.00027978024533475255,GAH
50%,1.316021,0.0006791136000334209,GAH
75%,1.499889,0.0016458441479857962,GAH
max,1.670982,1.0,GAH
count,609.0,609.0,GPG
mean,1.2856865533661734,0.0024005883387095282,GPG
std,0.17750595272176656,0.04076019794748141,GPG
min,0.967332,-0.02299239222316161,GPG
25%,1.13683,-0.0010878449911374086,GPG
50%,1.335972,0.0008626257878673522,GPG
75%,1.397375,0.002808015920391858,GPG
max,1.634168,1.0,GPG
count,699.0,699.0,IBB
mean,1.3280197582260378,0.0021774826472208894,IBB
std,0.21310893233538172,0.038056426821275434,IBB
min,0.978341,-0.02496650692674539,IBB
25%,1.1585044999999998,-0.0015030884270704828,IBB
50%,1.314694,0.0008667903715641152,IBB
75%,1.483311,0.0028683479208066924,IBB
max,1.7417939999999998,1.0,IBB
count,677.0,677.0,IPJ
mean,1.312757825701625,0.002617219738543752,IPJ
std,0.42144111856159905,0.04146090828145049,IPJ
min,0.902119,-0.08244870621693788,IPJ
25%,1.0262870000000002,-0.006702778314187621,IPJ
50%,1.131043,0.0016074870993018624,IPJ
75%,1.3978270000000002,0.009244862365697493,IPJ
max,2.517886,1.0,IPJ
count,752.0,752.0,KRF
mean,1.2965672513297872,0.002070184196006633,KRF
std,0.22530771030524013,0.03678317305027077,KRF
min,0.921878,-0.0518744504599638,KRF
25%,1.0751655,-0.0012685954957628405,KRF
50%,1.294201,0.000956614356354762,KRF
75%,1.467803,0.003021360382658274,KRF
max,1.7665369999999998,1.0,KRF
count,778.0,778.0,ODV
mean,1.627782537275066,0.0008708766856132086,ODV
std,0.31133951746913996,0.0053569156425366075,ODV
min,1.218986,-0.04652937546333803,ODV
25%,1.3937844999999998,-0.0007472084710586511,ODV
50%,1.560724,0.0008487691376282303,ODV
75%,1.7440940000000003,0.002659638107061402,ODV
max,2.468597,0.02422881447675049,ODV
count,785.0,785.0,OHB
mean,1.1379391197452218,0.0019302817917146407,OHB
std,0.230425923368798,0.038308126168939007,OHB
min,0.832239,-0.08494590835291149,OHB
25%,0.966139,-0.006389361578853555,OHB
50%,1.054923,0.0014707526832350064,OHB
75%,1.264983,0.008628798602597305,OHB
max,1.859078,1.0,OHB
count,742.0,742.0,OTF
mean,1.2360180323450147,0.0018565398479786371,OTF
std,0.1415700584345798,0.03669477330788101,OTF
min,0.993366,-0.002478441984122745,OTF
25%,1.1027572499999998,0.000253817508173711,OTF
50%,1.270054,0.00040156354720081576,OTF
75%,1.3620994999999998,0.0005747550389036515,OTF
max,1.453107,1.0,OTF
count,599.0,599.0,RBA
mean,1.2909943689482464,0.002374056312837205,RBA
std,0.3257131821370842,0.041988331193256186,RBA
min,0.8636459999999999,-0.0324335819753845,RBA
25%,1.0179055,-0.004980180270658807,RBA
50%,1.152166,0.0006720944034138496,RBA
75%,1.5535009999999998,0.006271317857014865,RBA
max,2.0227060000000003,1.0,RBA
count,599.0,599.0,RBH
mean,1.3964622454090148,0.0033663019413349136,RBH
std,0.5393904239683944,0.04277466247202989,RBH
min,0.894524,-0.09221822704148723,RBH
25%,0.9939045,-0.003564868342328825,RBH
50%,1.163929,0.002337512595922692,RBH
75%,1.6407005,0.008096261231202412,RBH
max,2.905221,1.0,RBH
count,599.0,599.0,RBK
mean,1.098297345575959,0.0020119251362206423,RBK
std,0.13192451093661603,0.04122453878730955,RBK
min,0.898864,-0.02980736670810128,RBK
25%,0.9900065,-0.002254608070285349,RBK
50%,1.044451,0.00031531826932491364,RBK
75%,1.207783,0.0027318256418644334,RBK
max,1.358451,1.0,RBK
count,599.0,599.0,RBT
mean,1.1986059599332233,0.0021642456258715525,RBT
std,0.09816246472268907,0.040841736732855086,RBT
min,1.0,-0.0017253499851824026,RBT
25%,1.110044,0.00021349357797005583,RBT
50%,1.230153,0.0004405480417638562,RBT
75%,1.2832374999999998,0.0006126603739276142,RBT
max,1.345186,1.0,RBT
count,598.0,598.0,RBV
mean,1.2108415100334449,0.002203225219329205,RBV
std,0.10314762215085692,0.040874189199736656,RBV
min,1.000369,-0.0019764510404842103,RBV
25%,1.122047,0.0002536060111653621,RBV
50%,1.2378939999999998,0.0004649719443650851,RBV
75%,1.29400925,0.0005729983402479368,RBV
max,1.374449,1.0,RBV
count,705.0,705.0,TPC
mean,1.2736522723404258,0.0020982951495155974,TPC
std,0.1958801912200709,0.037829396128822274,TPC
min,1.00071,-0.035877750721500734,TPC
25%,1.0908870000000002,-0.0005484267298177184,TPC
50%,1.251821,0.0007352404868087553,TPC
75%,1.373227,0.002098846533809315,TPC
max,1.65789,1.0,TPC
count,619.0,619.0,UPH
mean,1.4059159176090472,0.0030898541125787046,UPH
std,0.3791597940148198,0.04205846814704754,UPH
min,0.969518,-0.07918492199652702,UPH
25%,1.1289665,-0.004814232697155309,UPH
50%,1.281175,0.0027136011765598613,UPH
75%,1.5528214999999999,0.008304748326332883,UPH
max,2.6175770000000003,1.0,UPH
count,732.0,732.0,YAC
mean,1.3788696653005459,0.002217155959471635,YAC
