"Tarih","Fon Kodu","Fon Adı","Fiyat","Tedavüldeki Pay Sayısı","Kişi Sayısı","Fon Toplam Değer"
"10.03.2021","TZD","ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,218886","142.177.633,06","1.268","31.120.652,74"
"10.03.2021","TZH","ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON","1,167999","2.865.281.684,00","1","3.346.645.639,16"
"10.03.2021","TZL","ZİRAAT PORTFÖY PARA PİYASASI FONU","0,024330","82.191.149.449,28","60.761","1.999.720.798,97"
"10.03.2021","TZP","TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST ÖZEL FON","1,000836","30.097.163,00","0","30.122.323,53"
"10.03.2021","TZT","ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI FONU","0,032255","1.674.696.975,58","1.918","54.016.893,26"
"10.03.2021","TZV","ZİRAAT PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","189,622376","21.545.133,00","178.434","4.085.439.316,36"
"10.03.2021","UAP","ÜNLÜ PORTFÖY ALTINCI SERBEST (DÖVİZ) ÖZEL FON","0,000000","0,00","0","0,00"
"10.03.2021","UPD","ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST FON","2,731938","9.235.004,00","37","25.229.456,82"
"10.03.2021","UPH","ÜNLÜ PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","2,579870","16.419.778,00","589","42.360.887,66"
"10.03.2021","UPP","ÜNLÜ PORTFÖY PARA PİYASASI FONU","1,220647","38.998.136,00","303","47.602.949,72"
"10.03.2021","UPS","ÜNLÜ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) ÖZEL FON","8,429537","2.031.795,00","1","17.127.090,48"
"10.03.2021","USY","ÜNLÜ PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON","0,021756","1.210.817.422,00","53","26.342.243,55"
"10.03.2021","VFK","ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU","1,077027","59.772.521,00","1","64.376.613,38"
"10.03.2021","VKT","ZİRAAT PORTFÖY VAKIFBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU","0,023852","26.499.217.161,00","1","632.058.000,83"
"10.03.2021","VK6","ZİRAAT PORTFÖY VAKIFBANK PARA PİYASASI FONU","0,721865","3.275.469.743,00","1","2.364.446.008,63"
"10.03.2021","YAC","YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU","1,929244","947.555.924,00","6.097","1.828.066.940,62"
"10.03.2021","YAK","YAPI KREDİ PORTFÖY KARMA FON","0,639355","403.630.351,45","125.181","258.062.929,77"
"10.03.2021","YAN","YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU","2,281398","602.693.386,00","3.941","1.374.983.434,20"
"10.03.2021","YAR","İŞ PORTFÖY RESAN DEĞİŞKEN ÖZEL FON","2,301908","34.000.000,00","1","78.264.863,99"
"10.03.2021","YAS","YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","1,783966","836.653.735,00","5.875","1.492.561.998,15"
"10.03.2021","YAY","YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU","138,744706","13.264.925,00","8.997","1.840.438.125,74"
