"Tarih","Fon Kodu","Fon Adı","Fiyat","Tedavüldeki Pay Sayısı","Kişi Sayısı","Fon Toplam Değer"
"01.04.2021","TAO","TEB PORTFÖY ALARKO GRUBU DEĞİŞKEN ÖZEL FON","2,812853","40.000.000,00","1","112.514.133,01"
"01.04.2021","TAU","İŞ PORTFÖY BİST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,038907","1.442.976.524,00","1.910","56.142.417,00"
"01.04.2021","TBP","İŞ PORTFÖY PRIVIA BANKACILIK DEĞİŞKEN ÖZEL FON","0,041844","1.177.669.377,00","129","49.278.285,74"
"01.04.2021","TBT","TEB PORTFÖY BORÇLANMA ARAÇLARI FONU","21,465325","872.124,52","1.081","18.720.436,10"
"01.04.2021","TBV","İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","0,076595","1.415.331.220,00","1.051","108.407.227,07"
"01.04.2021","TCA","ZİRAAT PORTFÖY ALTIN KATILIM FONU","0,059539","7.652.727.233,16","8.614","455.638.330,27"
"01.04.2021","TCB","TACİRLER PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","0,046137","338.489.641,00","627","15.616.981,21"
"01.04.2021","TCC","TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON","0,011444","5.299.315.211,00","26","60.644.366,99"
"01.04.2021","TCD","TACİRLER PORTFÖY DEĞIŞKEN FON","5,013616","253.921.559,00","19.170","1.273.065.183,09"
"01.04.2021","TCI","TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","1,429068","389.063.237,00","114","555.997.730,21"
"01.04.2021","TCS","TACİRLER PORTFÖY SİRİUS SERBEST FON","2,593228","36.488.254,00","43","94.622.375,54"
"01.04.2021","TDB","TEB PORTFÖY BOĞAZİÇİ SERBEST (DÖVİZ) FON","0,062519","383.092.831,00","10","23.950.744,89"
"01.04.2021","TDG","İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","0,090714","1.132.112.338,00","1.840","102.698.925,66"
"01.04.2021","TDP","TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON","8,573154","50.398.957,00","164","432.078.008,05"
"01.04.2021","TE3","TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","5,913265","85.112.461,00","1.925","503.292.503,62"
"01.04.2021","TE4","TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON","1,024563","60.359.330,00","180","61.841.965,39"
"01.04.2021","TFF","TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU","4,205890","6.548.826,00","1.005","27.543.640,77"
"01.04.2021","TGA","GARANTİ PORTFÖY DÖRDÜNCÜ DEĞİŞKEN FON","0,036382","427.709.910,00","1.082","15.560.923,44"
"01.04.2021","TGE","İŞ PORTFÖY EMTIA YABANCI BYF FON SEPETI FONU","0,030168","5.059.933.044,00","4.579","152.650.360,10"
"01.04.2021","TGR","AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","0,000000","0,00","0","0,00"
"01.04.2021","TGT","GARANTİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","0,023662","20.873.750.402,00","68.928","493.912.586,82"
"01.04.2021","THG","TACİRLER PORTFÖY ODEABANK SERBEST ÖZEL FON","0,000000","0,00","0","0,00"
"01.04.2021","THV","ATA PORTFÖY ALTINCI SERBEST FON","1,002461","150.000,00","1","150.369,08"
"01.04.2021","TIE","İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,063757","495.212.724,00","1.724","31.573.085,93"
"01.04.2021","TIP","TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM SERBEST (DÖVİZ) ÖZEL FON","8,398329","7.673.385,00","65","64.443.614,26"
"01.04.2021","TIV","İŞ PORTFÖY KISA VADELI BORÇLANMA ARAÇLARI FONU","11,455474","315.351.692,00","86.726","3.612.502.989,90"
"01.04.2021","TI1","İŞ PORTFÖY PARA PİYASASI FONU","306,054458","20.459.009,00","86.512","6.261.570.911,22"
"01.04.2021","TI2","İŞ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","76,185283","695.406,40","1.602","52.979.733,41"
"01.04.2021","TI3","İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","97,591280","1.700.626,00","2.190","165.966.268,87"
"01.04.2021","TI4","İŞ PORTFÖY BİRİNCİ DEĞIŞKEN FON","92,383461","1.189.817,00","3.062","109.919.412,53"
"01.04.2021","TI6","İŞ PORTFÖY ORTA VADELİ BORÇLANMA ARAÇLARI FONU","120,248271","1.189.451,91","4.573","143.029.535,62"
"01.04.2021","TI7","İŞ PORTFÖY İKİNCİ DEĞİŞKEN FON","10,698286","16.334.705,00","4.778","174.753.343,52"
"01.04.2021","TKF","TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","6,830034","109.085.410,00","9.871","745.057.073,51"
"01.04.2021","TKK","İŞ PORTFÖY KUMBARA HESABI KARMA ÖZEL FON","0,216707","2.107.500.300,00","165.878","456.709.039,29"
"01.04.2021","TKM","TEB PORTFÖY PARA PİYASASI FONU","416,953632","2.759.480,00","18.117","1.150.575.207,09"
"01.04.2021","TLE","AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","3,627365","28.731.262,00","245","104.218.786,87"
"01.04.2021","TLH","AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","2,165836","12.268.516,00","42","26.571.596,58"
"01.04.2021","TLY","TERA PORTFÖY BİRİNCİ SERBEST FON","1,009962","1.000.000,00","1","1.009.962,02"
"01.04.2021","TLZ","ATA PORTFÖY ANALİZ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","1,434402","9.171.715,00","153","13.155.922,47"
"01.04.2021","TMC","İŞ PORTFÖY TEMA  DEĞİŞKEN FON","0,028385","214.473.855,00","1.552","6.087.910,91"
"01.04.2021","TMG","İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU","0,133368","886.783.394,00","2.670","118.268.414,62"
"01.04.2021","TMO","TEB PORTFÖY TEB GRUBU DEĞİŞKEN ÖZEL FON","0,000000","0,00","0","0,00"
"01.04.2021","TMR","TEB PORTFÖY MAKRO SERBEST FON","0,976655","4.075.000,00","4","3.979.868,65"
"01.04.2021","TNI","TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON","1,211647","120.422.777,00","376","145.909.956,60"
"01.04.2021","TNK","TEB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","7,090991","71.966.771,00","27.245","510.315.733,47"
"01.04.2021","TOT","TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","189,502506","427.754,00","602","81.060.455,12"
"01.04.2021","TPC","TEB PORTFÖY BİRİNCİ FON SEPETİ FONU","1,707847","50.673.632,00","429","86.542.819,82"
"01.04.2021","TPE","İŞ PORTFÖY PY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU","0,064852","8.628.637.692,00","69","559.580.580,47"
"01.04.2021","TPF","TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU","2,271726","19.959.775,00","324","45.343.140,31"
"01.04.2021","TPJ","TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","9,755034","31.947.199,00","182","311.646.017,78"
"01.04.2021","TPL","TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU","2,896342","23.159.591,00","703","67.078.094,95"
"01.04.2021","TPO","İŞ PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI ÖZEL FONU","0,030942","2.706.431.689,00","10","83.742.158,38"
"01.04.2021","TPP","TEB PORTFÖY PUSULA SERBEST FON","3,279398","16.052.000,00","53","52.640.899,68"
"01.04.2021","TPR","İŞ PORTFÖY PY HİSSE SENEDİ ÖZEL FONU (HİSSE SENEDİ YOĞUN FON)","0,023218","1.213.714.299,00","4","28.180.208,10"
"01.04.2021","TPV","AURA PORTFÖY İKİNCİ DEĞİŞKEN FON","2,321972","2.196.093,00","33","5.099.266,53"
"01.04.2021","TPZ","TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU","3,570022","5.000.000,00","252","17.850.108,63"
"01.04.2021","TRR","TEB PORTFÖY BEŞİNCİ SERBEST FON","1,116018","58.314.347,00","9","65.079.847,27"
"01.04.2021","TSI","İŞ PORTFÖY MAKSİMUM HESAP KISA VADELI BORÇLANMA ARAÇLARI FONU","0,043180","61.879.643.255,00","97.069","2.671.980.948,37"
"01.04.2021","TSP","AZİMUT PORTFÖY TESA SERBEST (DÖVİZ) ÖZEL FON","7,745342","15.338.705,00","3","118.803.516,44"
"01.04.2021","TTA","İŞ PORTFÖY ALTIN FONU","0,048690","11.662.476.342,00","12.049","567.848.459,35"
"01.04.2021","TTE","İŞ PORTFÖY BİST TEKNOLOJİ AĞIRLIKLI SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,144194","3.825.099.740,00","13.194","551.555.537,91"
"01.04.2021","TTL","TACİRLER PORTFÖY KARTOPU SERBEST FON","1,974832","121.111.489,00","5","239.174.790,17"
"01.04.2021","TTN","AZİMUT PORTFÖY TESA SERBEST ÖZEL FON","1,085083","100.599,00","1","109.158,28"
"01.04.2021","TTP","TEB PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","8,421300","12.514.462,00","73","105.388.033,59"
"01.04.2021","TTS","TEB PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON","8,334970","18.125.312,00","1","151.073.936,75"
"01.04.2021","TTV","TACİRLER PORTFÖY VEGA SERBEST FON","1,155014","124.344.401,00","46","143.619.540,66"
"01.04.2021","TUA","TEB PORTFÖY ALTIN FONU","0,105642","2.581.565.935,21","4.926","272.720.500,72"
"01.04.2021","TYH","TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,135070","164.355.124,44","1.292","22.199.443,92"
"01.04.2021","TZC","ZİRAAT PORTFÖY BÜYÜYEN ÇOCUKLARA YÖNELİK DEĞİŞKEN ÖZEL FON","0,027015","136.236.000,00","1.205","3.680.387,38"
"01.04.2021","TZD","ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,198845","177.773.178,06","4.199","35.349.371,01"
"01.04.2021","TZH","ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON","1,190502","2.865.281.684,00","1","3.411.122.694,34"
"01.04.2021","TZL","ZİRAAT PORTFÖY PARA PİYASASI FONU","0,024581","87.832.420.035,28","62.680","2.159.011.908,45"
"01.04.2021","TZP","TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST ÖZEL FON","1,019006","52.268.990,00","11","53.262.429,50"
"01.04.2021","TZT","ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI FONU","0,032643","1.633.017.990,58","3.061","53.305.984,61"
"01.04.2021","TZV","ZİRAAT PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","191,434302","21.749.340,00","180.330","4.163.569.732,35"
"01.04.2021","UAP","ÜNLÜ PORTFÖY ALTINCI SERBEST (DÖVİZ) ÖZEL FON","0,000000","0,00","0","0,00"
"01.04.2021","UPD","ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON","2,971546","9.247.178,00","36","27.478.416,67"
"01.04.2021","UPH","ÜNLÜ PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","2,512710","12.775.583,00","578","32.101.329,88"
"01.04.2021","UPP","ÜNLÜ PORTFÖY PARA PİYASASI FONU","1,232903","36.969.639,00","296","45.579.989,70"
"01.04.2021","UPS","ÜNLÜ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) ÖZEL FON","9,152073","2.031.795,00","1","18.595.136,76"
"01.04.2021","USY","ÜNLÜ PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON","0,023525","1.280.962.368,00","57","30.134.131,88"
"01.04.2021","VFK","ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU","1,087420","83.360.251,00","454","90.647.578,82"
"01.04.2021","VKR","ALBARAKA PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU","0,000000","0,00","0","0,00"
"01.04.2021","VKT","ZİRAAT PORTFÖY VAKIFBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU","0,024095","28.138.748.861,00","39.319","678.016.477,23"
"01.04.2021","VK6","ZİRAAT PORTFÖY VAKIFBANK PARA PİYASASI FONU","0,729302","3.509.740.809,00","90.506","2.559.662.541,59"
"01.04.2021","YAC","YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU","1,970323","911.241.241,00","6.861","1.795.439.365,51"
"01.04.2021","YAK","YAPI KREDİ PORTFÖY KARMA FON","0,635882","386.455.206,45","125.958","245.739.756,95"
"01.04.2021","YAN","YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU","2,324759","601.413.003,00","4.836","1.398.140.508,88"
"01.04.2021","YAR","İŞ PORTFÖY RESAN DEĞİŞKEN ÖZEL FON","2,129627","34.000.000,00","1","72.407.322,80"
"01.04.2021","YAS","YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","1,680135","859.601.443,00","7.382","1.444.246.060,42"
"01.04.2021","YAY","YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU","155,897038","12.819.505,00","12.044","1.998.522.862,40"
"01.04.2021","YBE","YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU","0,233736","11.152.682.800,00","6.769","2.606.780.425,19"
"01.04.2021","YBP","YAPI KREDİ PORTFÖY PY BİRİNCİ DEĞİŞKEN ÖZEL FON","1,621746","129.865.850,00","69","210.609.439,21"
"01.04.2021","YBS","YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","0,027237","25.662.425.721,00","4.721","698.971.174,78"
"01.04.2021","YCK","YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON","1,019330","88.019.500,00","73","89.720.945,51"
"01.04.2021","YCL","ATA PORTFÖY BEŞİNCİ SERBEST FON","0,929016","105.501.969,00","8","98.012.974,85"
"01.04.2021","YCS","AZİMUT PORTFÖY MYRA SERBEST (DÖVİZ) ÖZEL FON","8,373210","64.274.254,00","1","538.181.814,09"
"01.04.2021","YDI","YAPI KREDİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,038336","6.178.698.676,00","2.604","236.867.074,60"
"01.04.2021","YDK","YAPI KREDİ PORTFÖY ÇALIŞAN HESAP KISA VADELİ BORÇLANMA ARAÇLARI FONU","0,023095","3.778.121.873,00","59.145","87.256.244,30"
"01.04.2021","YDP","YAPI KREDİ PORTFÖY PY ÜÇÜNCÜ DEĞİŞKEN ÖZEL FON","0,029043","37.135.621.371,00","107","1.078.525.330,95"
"01.04.2021","YEF","YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,074902","1.447.329.458,92","3.079","108.407.309,69"
"01.04.2021","YFV","YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","0,020053","1.388.981.017,00","1.366","27.853.188,58"
"01.04.2021","YHP","YAPI KREDİ PORTFÖY PY PARA PİYASASI ÖZEL FONU","1,003563","100.000.000,00","1","100.356.296,02"
"01.04.2021","YHS","YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","1,949063","45.719.717,00","2.135","89.110.595,66"
"01.04.2021","YHT","YAPI KREDİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","0,083938","4.660.181.147,00","92.560","391.166.546,79"
"01.04.2021","YHZ","YAPI KREDİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON)","0,000000","0,00","0","0,00"
"01.04.2021","YJA","YAPI KREDİ PORTFÖY PY ALSANCAK SERBEST ( DÖVİZ) ÖZEL FON","0,000000","0,00","0","0,00"
"01.04.2021","YKS","YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON","0,044376","841.455.508,00","51","37.340.350,45"
"01.04.2021","YKT","YAPI KREDİ PORTFÖY ALTIN FONU","0,063238","26.545.327.879,00","17.354","1.678.677.071,94"
"01.04.2021","YLB","YAPI KREDİ PORTFÖY PARA PİYASASI FONU","0,331632","10.752.765.963,00","266.287","3.565.959.052,08"
"01.04.2021","YMM","YAPI KREDİ PORTFÖY EMİRGAN SERBEST (DÖVİZ) FON","8,750586","7.055.884,00","47","61.743.121,75"
"01.04.2021","YOA","YAPI KREDİ PORTFÖY PY BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU","10,036352","61.028.660,00","290","612.505.138,99"
"01.04.2021","YOP","YAPI KREDİ PORTFÖY ODEABANK İKİNCİ SERBEST ÖZEL FON","1,137013","40.405.315,00","134","45.941.381,86"
"01.04.2021","YOT","YAPI KREDİ PORTFÖY ORTA VADELİ BORÇLANMA ARAÇLARI FONU","8,103817","16.427.101,01","9.078","133.122.220,88"
"01.04.2021","YPF","YAPI KREDİ PORTFÖY YEDİTEPE SERBEST FON","2,049784","10.059.495,00","14","20.619.796,54"
"01.04.2021","YPK","YAPI KREDİ PORTFÖY GALATA SERBEST FON","2,135415","86.520.297,00","50","184.756.759,35"
"01.04.2021","YPL","YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON","9,283502","83.946.153,00","544","779.314.279,34"
"01.04.2021","YPP","YAPI KREDİ PORTFÖY PY KUZGUNCUK SERBEST ÖZEL FON","2,161236","120.151.208,00","1","259.675.173,87"
"01.04.2021","YPV","YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","1,298424","1.338.433.909,00","3.300","1.737.854.405,50"
"01.04.2021","YPZ","YAPI KREDİ PORTFÖY PY LEVENT SERBEST ÖZEL FON","0,000000","0,00","0","0,00"
"01.04.2021","YRF","YAPI KREDİ PORTFÖY ODEABANK İKİNCİ SERBEST(DÖVİZ)ÖZEL FON","8,637673","4.959.578,00","77","42.839.211,43"
"01.04.2021","YRO","YAPI KREDİ PORTFÖY ODEABANK SERBEST (DÖVİZ)ÖZEL FON","8,650683","9.775.314,00","160","84.563.141,02"
"01.04.2021","YSF","YAPI KREDİ PORTFÖY DRAGOS SERBEST  FON","1,230772","10.835.932,00","7","13.336.561,07"
"01.04.2021","YSU","YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","0,022304","886.938.368,00","1.322","19.782.608,53"
"01.04.2021","YTD","YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU","0,096407","1.144.411.695,00","2.983","110.328.885,71"
"01.04.2021","YYB","YAPI KREDİ PORTFÖY BEBEK SERBEST (DÖVİZ) FON","8,459603","6.015.000,00","32","50.884.513,24"
"01.04.2021","YZF","YAPI KREDİ PORTFÖY PY ERENKÖY  SERBEST (DÖVIZ) ÖZEL FON","8,427252","43.074.353,00","1","362.998.445,72"
"01.04.2021","YZG","YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU","1,049544","141.092.716,00","5.629","148.083.071,90"
"01.04.2021","YZH","TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN)","0,690013","19.442.488,00","153","13.415.567,18"
"01.04.2021","YZK","YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON","1,194232","29.188.226,00","63","34.857.518,26"
"01.04.2021","ZAY","KT PORTFÖY SEPET HESAP PARA PİYASASI KATILIM FONU","1,088768","143.371.552,00","906","156.098.290,91"
"01.04.2021","ZBD","ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON","92,091684","140.138,84","1.292","12.905.622,67"
"01.04.2021","ZDD","ZİRAAT PORTFÖY BİRİNCİ DEĞİŞKEN FON","1,116424","6.296.589,00","237","7.029.663,67"
"01.04.2021","ZDZ","ZİRAAT PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","1,089476","1.160.434,00","142","1.264.264,48"
"01.04.2021","ZPC","ZİRAAT PORTFÖY FON SEPETİ FONU","2,218523","12.064.631,00","1.109","26.765.660,60"
"01.04.2021","ZPE","ZİRAAT PORTFÖY KATILIM ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","2,992198","28.034.559,51","2.678","83.884.965,05"
"01.04.2021","ZPF","ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ)","3,226751","22.737.630,00","1.753","73.368.680,02"
"01.04.2021","ZPG","ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","1,964351","37.029.810,95","2.065","72.739.544,03"
"01.04.2021","ZPK","ZİRAAT PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU","1,688275","346.687.187,00","6.731","585.303.352,09"
"01.04.2021","ZSF","ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ENDEKSİ YABANCI HİSSE SENEDİ FONU","0,000000","0,00","0","0,00"
"01.04.2021","ZVB","ATLAS PORTFÖY İKİNCİ SERBEST FON","3,131188","7.578.773,00","4","23.730.561,94"
"02.04.2021","AAK","ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON","4,406691","19.887.576,00","402","87.638.409,17"
"02.04.2021","AAL","ATA PORTFÖY PARA PİYASASI FONU","0,658444","476.036.037,69","3.720","313.443.192,72"
"02.04.2021","AAS","ATA PORTFÖY FON SEPETİ SERBEST FONU","3,418637","21.082.198,00","56","72.072.380,00"
"02.04.2021","AAV","ATA PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","4,447945","40.506.088,00","204","180.168.871,20"
"02.04.2021","ABU","AK PORTFÖY BİREBİR BANKACILIK DEĞİŞKEN ÖZEL FON","0,021789","248.066.553,00","95","5.405.194,83"
"02.04.2021","ACC","İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN)","2,681869","5.603.850,00","160","15.028.790,89"
"02.04.2021","ACD","İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON","0,413547","48.484.839,00","300","20.050.749,67"
"02.04.2021","ACK","İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","0,057243","415.310.165,57","80","23.773.682,20"
"02.04.2021","ACN","İSTANBUL PORTFÖY LİDYA SERBEST (DÖVİZ) FON","1,903905","50.127.332,00","16","95.437.688,49"
"02.04.2021","ACU","İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON","9,323938","9.862.033,00","53","91.952.980,24"
"02.04.2021","ACZ","İSTANBUL PORTFÖY HİTİT SERBEST FON","2,052066","24.631.770,00","5","50.546.029,61"
"02.04.2021","ADE","AK PORTFÖY DEĞİŞKEN FON","0,193213","1.300.310.111,00","28.080","251.237.059,42"
"02.04.2021","ADP","AK PORTFÖY BİST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,080271","538.663.855,00","1.898","43.239.182,19"
"02.04.2021","AED","ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON","10,811254","6.404.990,00","577","69.245.973,57"
"02.04.2021","AES","AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU","0,014009","21.074.860.059,00","6.579","295.229.125,02"
"02.04.2021","AFA","AK PORTFÖY  AMERİKA YABANCI HİSSE SENEDİ FONU","0,125330","1.553.450.786,00","5.287","194.694.634,18"
"02.04.2021","AFO","AK PORTFÖY ALTIN FONU","0,099795","7.249.934.737,00","14.390","723.510.793,88"
"02.04.2021","AFS","AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU","0,049370","4.648.934.848,00","4.909","229.520.182,33"
"02.04.2021","AFT","AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU","0,095235","17.282.489.135,00","27.705","1.645.901.701,96"
"02.04.2021","AFV","AK PORTFÖY  AVRUPA YABANCI HİSSE SENEDİ FONU","0,063992","1.616.534.866,00","2.168","103.444.951,89"
"02.04.2021","AGC","AK PORTFÖY AGI DEĞİŞKEN FON","1,445255","61.857.425,00","826","89.399.764,51"
"02.04.2021","AHI","ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN)","2,060276","10.799.452,00","88","22.249.854,42"
"02.04.2021","AHN","ATLAS PORTFÖY SERBEST(DÖVİZ)FON","9,464815","2.891.517,00","24","27.367.672,52"
"02.04.2021","AHU","ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","1,844290","47.899.411,00","606","88.340.421,42"
"02.04.2021","AHV","AZİMUT PYŞ DENGELİ SERBEST FON","2,186737","118.048.824,00","265","258.141.719,21"
"02.04.2021","AHZ","AZİMUT PYŞ ATAK SERBEST FON","2,361518","11.761.116,00","41","27.774.083,54"
"02.04.2021","AIG","AZİMUT PORTFÖY İA SERBEST ÖZEL FON","3,148176","7.817.312,00","10","24.610.274,48"
"02.04.2021","AIH","AK PORTFÖY RTH SERBEST ÖZEL FON","1,505083","78.171.292,00","4","117.654.293,75"
"02.04.2021","AII","AZİMUT PORTFÖY ÇINAR SERBEST (DÖVİZ) ÖZEL FON","10,603732","5.407.200,00","3","57.336.501,97"
"02.04.2021","AIM","AK PORTFÖY MİMKA SERBEST ÖZEL FON","1,695172","43.367.680,00","4","73.515.687,97"
"02.04.2021","AIR","AZİMUT PORTFÖY ESİN SERBEST (DÖVİZ) ÖZEL FON","18,934274","11.050.344,00","1","209.230.246,51"
"02.04.2021","AIS","AK PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","0,021390","882.591.661,00","1.347","18.878.601,81"
"02.04.2021","AJE","AK PORTFÖY ÜÇÜNCÜ SERBEST ( DÖVİZ ) FON","9,081574","65.641.452,00","220","596.127.724,21"
"02.04.2021","AJK","AK PORTFÖY İKINCI SERBEST (DÖVIZ) FON","9,418963","106.469.725,00","462","1.002.834.392,43"
"02.04.2021","AJL","AK PORTFÖY BEŞİNCİ SERBEST (DÖVIZ) FON","7,999775","114.255.349,00","699","914.017.121,21"
"02.04.2021","AJN","AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON","8,819494","49.320.526,00","451","434.982.079,80"
"02.04.2021","AKE","AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU","0,068602","6.138.176.802,00","6.393","421.091.588,67"
"02.04.2021","AKU","AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","0,081396","556.915.786,00","3.875","45.330.629,04"
"02.04.2021","AK2","AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","0,220247","212.479.384,00","10.298","46.797.967,19"
